User_ID,Age,Gender,Daily_Screen_Time(hrs),Sleep_Quality(1-10),Stress_Level(1-10),Days_Without_Social_Media,Exercise_Frequency(week),Social_Media_Platform,Happiness_Index(1-10)
U8333,22,Male,5,8,9,3,4,X (Twitter),7
U8334,30,Female,3.6,6,5,3,1,Facebook,7
U8335,,Female,3,9,3,5,7,YouTube,5
U8336,42,Female,4.6,1,4,7,7,TikTok,4
U8337,52,Female,1.2,9,3,,7,TikTok,6
U8338,56,Male,4.6,3,4,4,7,LinkedIn,7
U8339,,Female,3,2,10,0,7,X (Twitter),10
U8340,55,Male,3.4,8,6,0,7,LinkedIn,9
U8341,49,Female,1.7,10,3,3,6,Facebook,5
,,Male,6.3,5,5,2,4,TikTok,6
U8343,56,Female,5.2,1,7,0,1,LinkedIn,5
U8344,54,Female,,1,1,7,7,LinkedIn,5
U8345,39,Female,9.9,2,3,4,5,,3
U8346,25,Male,2.1,7,6,4,,Instagram,1
U8347,34,Female,3.5,2,10,,4,LinkedIn,2
U8348,,Male,7.1,9,2,5,4,,7
U8349,50,Male,,6,8,4,1,X (Twitter),4
U8350,34,Female,1.3,4,7,6,2,YouTube,10
U8351,,Female,2,4,2,1,3,Facebook,3
U8352,29,Female,4.9,3,5,,4,LinkedIn,4
U8353,44,,4.9,9,,6,5,LinkedIn,8
U8354,25,Male,9.8,2,,4,3,LinkedIn,7
U8355,40,Female,5.2,9,4,7,3,YouTube,8
U8356,59,Male,7.1,3,9,0,4,Facebook,1
U8357,46,Male,5.4,4,10,1,,,1
U8358,37,Male,3.4,,2,2,0,,4
U8359,33,Female,1.9,3,10,3,0,X (Twitter),9
U8360,34,Female,8.7,6,10,1,,Instagram,6
U8361,33,Male,2.4,5,6,1,4,LinkedIn,2
U8362,36,Female,1.9,6,4,0,3,LinkedIn,4
U8363,25,Male,2.9,5,8,0,7,Instagram,4
U8364,55,Female,1,3,4,2,7,Instagram,9
U8365,55,Female,1.6,2,9,5,0,LinkedIn,5
U8366,46,Male,6.7,10,10,2,7,X (Twitter),6
U8367,58,Other,3.2,9,3,5,6,LinkedIn,3
U8368,53,Male,4,4,7,2,5,YouTube,9
U8369,43,Female,8.5,10,5,6,4,TikTok,4
U8370,48,Male,8,6,1,2,4,,9
U8371,29,Male,5.4,9,3,,7,LinkedIn,4
,34,Female,6.5,5,9,7,4,TikTok,2
U8373,32,Male,1.8,7,9,7,1,TikTok,6
U8374,26,Female,,5,5,1,7,YouTube,8
U8375,,Male,5.6,9,5,2,5,,5
U8376,59,Male,6.1,2,4,,2,,2
U8377,29,Female,7,3,4,2,1,X (Twitter),1
U8378,49,Male,5.5,5,4,4,3,X (Twitter),5
U8379,42,Male,5.7,2,2,1,4,X (Twitter),4
U8380,56,,5.5,6,7,1,1,TikTok,10
U8381,35,Female,,10,3,1,0,YouTube,9
U8382,32,Male,7.8,,1,,6,X (Twitter),4
U8383,49,Female,4.8,5,10,2,6,TikTok,7
U8384,23,Female,1,5,3,5,2,LinkedIn,6
U8385,52,Male,6.5,10,9,2,6,,2
U8386,51,Female,9.6,8,9,2,4,Facebook,4
U8387,55,Male,3.3,9,10,0,1,YouTube,3
U8388,22,Female,8.3,4,7,0,7,Instagram,6
U8389,35,Female,5.1,10,1,0,0,Facebook,7
U8390,33,Female,6.8,1,6,3,6,LinkedIn,5
,25,Female,9,5,10,2,0,Facebook,6
U8392,42,Male,7.9,4,1,1,,LinkedIn,4
U8393,49,Male,9,5,2,1,1,,7
U8394,43,Male,1.1,9,3,4,1,TikTok,4
U8395,39,Male,2.7,8,,5,7,LinkedIn,3
U8396,48,Female,4.8,8,7,7,6,Facebook,9
U8397,27,Female,8.6,8,8,0,5,TikTok,3
U8398,29,Male,8.5,1,9,,5,Instagram,7
U8399,,,2.7,,,4,5,Facebook,5
U8400,23,Female,,4,6,3,5,X (Twitter),3
U8401,,Male,8.5,6,5,1,3,TikTok,5
U8402,22,Male,5.9,4,10,,4,TikTok,8
U8403,40,Female,6.6,5,2,7,7,YouTube,2
U8404,26,Male,,5,8,2,5,LinkedIn,5
U8405,46,,2.9,1,5,1,0,Facebook,1
U8406,33,Male,2.2,6,10,1,6,Facebook,7
U8407,39,Female,8.7,10,,0,3,YouTube,8
U8408,,Female,2,8,3,6,0,LinkedIn,8
U8409,37,Male,1.8,5,10,1,7,LinkedIn,7
U8410,31,Male,3.5,10,10,3,7,TikTok,9
U8411,56,Male,3.9,6,7,2,1,TikTok,1
U8412,54,Male,3.2,5,10,6,0,YouTube,5
U8413,51,Male,7.7,1,8,0,6,Instagram,1
U8414,28,Female,9.8,5,5,4,0,TikTok,10
U8415,57,Female,2.8,2,10,1,4,Facebook,7
U8416,,Female,8,4,8,0,1,Instagram,2
U8417,48,Male,1.4,2,10,6,0,X (Twitter),2
U8418,51,Female,2.1,8,,7,2,YouTube,8
U8419,24,Male,5.6,7,6,0,3,TikTok,8
U8420,40,Female,10,9,2,0,5,TikTok,1
U8421,24,Female,9.5,4,2,3,5,YouTube,9
U8422,,Female,2,5,8,6,0,LinkedIn,10
U8423,20,Female,3.2,9,4,,0,LinkedIn,10
U8424,55,Male,9.5,9,8,4,3,TikTok,10
U8425,37,Male,,,9,,0,TikTok,10
U8426,51,Female,7.7,1,6,3,1,LinkedIn,10
U8427,47,Male,1,3,9,,0,LinkedIn,2
U8428,34,Male,6.7,10,6,2,1,Facebook,9
U8429,27,Female,5.5,1,3,6,6,Facebook,3
U8430,52,Female,5.2,6,8,7,1,TikTok,1
U8431,,Male,,,1,3,1,TikTok,3
U8432,35,Male,1.7,4,6,0,5,TikTok,10
U8433,44,Male,4.4,4,3,1,3,LinkedIn,10
U8434,53,Female,5,10,10,3,6,TikTok,9
U8435,40,Female,2.1,1,,2,1,Instagram,2
U8436,49,Female,1.8,9,3,4,0,Facebook,3
,,Female,2.6,10,9,7,4,TikTok,9
,28,Male,3.2,8,7,2,1,TikTok,6
U8439,55,Male,9.7,3,2,4,0,Facebook,2
U8440,23,Female,5.3,3,6,3,0,LinkedIn,5
U8441,,,5.6,10,,4,7,,1
U8442,51,Male,7.4,4,10,0,2,X (Twitter),10
U8443,53,Female,7.2,,7,5,0,TikTok,5
U8444,54,Male,,2,4,3,2,YouTube,9
U8445,34,Male,,4,7,7,0,Instagram,1
U8446,57,Female,4,2,6,7,1,LinkedIn,10
U8447,57,Male,1.5,7,8,1,5,X (Twitter),4
U8448,29,Female,9.1,5,7,2,2,X (Twitter),9
U8449,38,Male,7.9,7,9,7,2,Facebook,2
U8450,57,Female,6.6,6,4,7,6,LinkedIn,8
,36,Female,4.6,2,9,2,2,Instagram,5
U8452,20,Female,6.2,2,5,3,1,YouTube,9
U8453,35,Male,5.4,1,9,1,4,Instagram,1
U8454,36,Male,3.5,1,,3,1,X (Twitter),7
U8455,,Female,3.7,5,,0,6,X (Twitter),4
U8456,33,,8.9,5,7,5,7,Instagram,10
U8457,25,Female,6.7,7,4,5,4,Facebook,4
U8458,35,Female,1,1,5,0,1,,3
U8459,56,Male,3.9,5,3,6,7,X (Twitter),8
U8460,29,Female,4.1,2,6,1,0,YouTube,7
U8461,27,Female,7.4,10,4,3,1,X (Twitter),2
U8462,24,Other,7.3,1,1,6,4,Instagram,2
U8463,18,Male,5.2,7,2,1,3,TikTok,10
U8464,53,Male,9.6,3,8,7,6,TikTok,8
U8465,38,Male,,9,4,7,0,YouTube,5
U8466,54,Male,8.8,,10,1,2,YouTube,5
U8467,41,Male,4.1,5,2,6,1,YouTube,5
U8468,42,Other,4.9,5,4,6,5,Facebook,9
,24,Male,4.8,9,7,0,0,X (Twitter),7
U8470,59,Male,5,10,2,0,4,Instagram,5
,34,Male,9,1,6,1,7,X (Twitter),8
U8472,46,Male,3.2,5,1,7,2,Instagram,9
U8473,47,Male,8.2,10,3,1,4,TikTok,3
U8474,24,Female,5.6,6,9,4,0,X (Twitter),1
U8475,50,Male,3.2,9,,,0,Instagram,3
U8476,24,Male,5.7,3,8,1,0,Instagram,9
U8477,41,Male,2.8,1,1,4,0,TikTok,9
U8478,28,Female,2,8,4,,4,LinkedIn,3
U8479,26,Male,8.5,9,3,5,3,X (Twitter),2
,29,Male,7.3,6,10,5,0,X (Twitter),2
U8481,52,Female,,5,9,5,,Facebook,9
U8482,21,Male,9.5,8,7,1,6,X (Twitter),3
U8483,53,Female,1.2,6,3,6,2,TikTok,9
U8484,45,Female,4,6,1,4,7,Instagram,4
U8485,30,Male,1.2,9,5,1,4,TikTok,2
U8486,40,Female,2.3,9,10,5,1,TikTok,9
U8487,36,Female,2.6,1,3,7,1,TikTok,3
U8488,59,Male,8.3,2,2,5,4,X (Twitter),2
U8489,54,Female,9.9,1,3,5,4,YouTube,1
U8490,56,Male,8.8,,,3,0,TikTok,7
U8491,41,Male,6.7,3,5,6,6,Instagram,10
U8492,33,Female,7.5,2,10,0,4,Facebook,8
U8493,,Female,5.7,6,8,6,2,X (Twitter),3
U8494,29,Female,4.8,4,4,5,7,YouTube,7
U8495,51,Male,7.2,5,2,1,1,YouTube,10
U8496,24,,9.8,10,,2,2,TikTok,1
U8497,28,Female,1.3,9,,5,6,Instagram,9
U8498,48,,,2,10,6,5,Facebook,10
U8499,46,Other,4,3,8,2,6,YouTube,6
U8500,30,Male,4.7,10,,4,2,X (Twitter),3
U8501,48,Male,6.6,1,9,0,0,Instagram,6
U8502,19,Male,5.6,2,4,4,5,X (Twitter),1
U8503,56,Male,1.2,1,4,0,6,,5
U8504,32,Female,4.7,9,8,2,7,Facebook,10
U8505,28,Male,6.6,3,8,5,,X (Twitter),9
U8506,51,Female,5.5,3,6,2,5,Facebook,4
U8507,56,Male,8.8,7,4,5,,X (Twitter),4
U8508,21,Male,4.6,1,3,4,1,YouTube,3
U8509,28,Female,1.1,9,5,7,1,LinkedIn,3
U8510,46,Male,3.6,7,8,5,1,YouTube,2
U8511,19,Female,2.2,9,7,5,2,,4
,33,Female,3.3,8,8,3,,TikTok,9
U8513,56,Female,4.3,5,1,2,1,Instagram,4
U8514,30,Female,7.1,,4,0,1,Facebook,5
U8515,54,Female,3.9,9,9,6,2,Instagram,4
U8516,34,Other,9,,6,1,0,Instagram,10
U8517,38,Male,3.7,9,10,1,2,Instagram,8
U8518,36,Female,2.2,3,8,1,6,Instagram,9
U8519,24,Male,2.5,6,8,2,2,Instagram,6
U8520,55,Male,9.4,2,,6,5,X (Twitter),5
U8521,25,Male,5.1,3,8,3,0,,10
,30,Other,4.6,2,4,2,3,Facebook,4
U8523,54,Female,1.6,2,6,0,,LinkedIn,9
U8524,,Male,7.6,5,7,5,7,YouTube,4
,58,Male,7.3,10,6,6,3,Instagram,2
U8526,28,Female,4.4,4,6,6,4,TikTok,9
,41,Male,7.2,4,8,2,4,Facebook,9
U8528,23,Male,4.3,8,5,6,6,X (Twitter),6
U8529,,,1.7,6,8,2,7,,1
U8530,24,Female,7.6,10,9,2,2,,2
U8531,56,Male,9.7,2,4,2,7,YouTube,10
U8532,36,Male,6.8,1,3,0,6,LinkedIn,7
U8533,23,Female,3.5,5,5,2,4,YouTube,1
,46,Female,3.4,7,10,3,3,LinkedIn,6
U8535,56,Male,9.4,5,10,4,7,LinkedIn,9
U8536,19,Male,3.7,4,,,4,TikTok,6
U8537,36,Male,7.9,5,7,3,7,Instagram,7
,21,Female,6.8,10,3,1,6,X (Twitter),4
U8539,23,Female,6.3,8,10,1,6,,10
U8540,54,Male,2.6,5,9,0,3,LinkedIn,1
U8541,45,Female,,9,6,4,3,LinkedIn,1
U8542,47,Female,5.4,,10,2,2,X (Twitter),8
U8543,24,Female,9.9,7,9,0,4,Instagram,5
U8544,26,Female,2.8,2,1,2,4,X (Twitter),7
U8545,42,Male,5.8,9,2,2,6,X (Twitter),9
U8546,50,Male,7,2,10,1,0,YouTube,3
U8547,18,Female,5.4,6,2,4,0,LinkedIn,6
U8548,23,Female,5.6,8,8,2,3,Instagram,6
U8549,35,Male,,,4,0,5,Facebook,6
,27,Female,,6,7,6,2,,1
U8551,45,Male,4,5,4,1,1,Facebook,10
U8552,28,Male,9.1,,4,2,6,TikTok,9
U8553,,Male,5.4,,8,5,4,YouTube,9
U8554,18,Other,7,5,10,7,4,X (Twitter),8
U8555,30,Female,2,3,4,5,3,LinkedIn,9
U8556,54,Male,5.4,6,3,5,3,YouTube,3
U8557,37,Other,1.1,7,10,1,4,,5
U8558,18,Female,4.5,1,9,7,3,Instagram,9
U8559,20,Female,1.5,8,3,1,7,Instagram,10
U8560,35,Male,9.1,8,5,0,2,YouTube,4
U8561,58,,7.1,,1,0,7,Instagram,8
U8562,31,Female,8.1,8,9,7,4,YouTube,7
U8563,48,Female,5.2,3,6,3,4,YouTube,3
U8564,44,Female,8.7,5,5,7,0,LinkedIn,1
U8565,34,,8.9,3,4,2,7,LinkedIn,1
U8566,,Female,4.2,2,8,5,3,YouTube,10
U8567,53,Male,,5,2,1,5,LinkedIn,4
U8568,54,Female,5.6,8,10,,0,Facebook,7
U8569,43,,,9,5,7,3,LinkedIn,2
U8570,34,Male,10,5,8,0,1,LinkedIn,6
U8571,,Male,4.2,3,1,4,4,X (Twitter),6
U8572,42,Female,5.2,3,3,1,0,Instagram,6
U8573,19,Female,7.8,8,7,4,4,X (Twitter),3
U8574,39,Male,3.7,3,10,,6,,7
U8575,22,Male,2.8,9,5,5,0,YouTube,2
U8576,21,Male,2.1,10,10,7,0,X (Twitter),2
U8577,53,Female,5.8,1,9,7,1,YouTube,1
U8578,23,Female,1,,1,1,4,LinkedIn,6
U8579,38,,7.4,5,7,3,2,Instagram,8
U8580,30,Female,5.2,4,10,3,3,LinkedIn,4
U8581,54,,5.8,3,6,1,4,TikTok,4
U8582,42,Male,3.4,1,10,6,3,X (Twitter),7
,43,Female,,7,4,7,2,X (Twitter),8
U8584,56,Male,7.3,1,10,5,5,X (Twitter),2
U8585,37,Male,2.9,6,10,2,5,YouTube,5
U8586,50,Male,8,10,6,,7,LinkedIn,3
U8587,,,2.8,2,10,3,7,,8
U8588,53,Female,6.5,4,9,1,7,YouTube,1
U8589,34,Male,,8,9,,2,LinkedIn,7
U8590,38,Female,5.6,,2,0,,YouTube,6
,33,Male,10,9,9,6,3,YouTube,2
U8592,33,Female,4.4,5,2,1,3,Instagram,6
U8593,,Female,8.9,6,6,2,,Instagram,8
U8594,46,Male,2.5,2,7,0,2,TikTok,1
U8595,45,Female,4,1,9,7,2,X (Twitter),8
U8596,25,Female,2.3,5,6,,6,TikTok,10
U8597,41,Male,6.4,1,8,1,6,Facebook,1
,,Male,6.7,4,10,1,4,Instagram,9
U8599,42,Other,5.1,8,3,4,3,YouTube,1
U8600,36,Male,7.5,2,10,1,6,Instagram,8
U8601,50,Female,8.8,6,6,2,4,Instagram,8
U8602,19,Female,8,10,2,,7,LinkedIn,10
U8603,32,Male,3.2,5,1,3,1,Facebook,9
U8604,39,Male,3.9,1,,0,2,Facebook,10
U8605,,Female,4.4,8,3,,5,X (Twitter),10
U8606,35,Male,2.8,5,,6,4,LinkedIn,4
U8607,39,Female,,9,6,4,2,Instagram,3
,44,Female,3.1,2,,,7,Facebook,4
U8609,30,Female,10,6,6,6,0,TikTok,8
U8610,50,Other,8,7,10,3,3,Instagram,4
U8611,22,,8.7,1,7,2,6,YouTube,9
,43,Female,9.3,10,7,2,6,X (Twitter),3
U8613,30,Female,7,4,6,7,2,Instagram,5
U8614,44,Female,2.6,2,1,4,7,X (Twitter),8
U8615,31,Other,7.8,7,8,6,6,,8
U8616,41,Female,1.1,,10,1,3,Facebook,1
U8617,20,Male,2,9,4,3,4,Facebook,7
U8618,47,,1.3,,,0,0,,5
U8619,52,Male,2.2,10,10,3,3,X (Twitter),4
U8620,31,,7.8,7,,6,7,TikTok,1
U8621,29,Male,9,8,3,4,7,LinkedIn,4
U8622,45,Female,3.5,1,6,1,1,LinkedIn,3
U8623,46,Male,2.1,10,2,7,2,Facebook,1
U8624,34,Female,3.5,6,2,5,3,Facebook,9
U8625,57,Female,6.8,,6,7,5,Facebook,7
U8626,,Male,4.2,7,4,6,5,Facebook,7
U8627,40,Female,,9,5,3,1,X (Twitter),2
U8628,37,Female,2.2,7,8,1,,TikTok,7
U8629,28,Female,9.9,7,3,7,4,,4
U8630,51,Male,1.1,6,5,6,5,TikTok,4
U8631,27,Male,5.1,3,1,,6,X (Twitter),9
U8632,27,Female,3.3,6,10,3,7,,4
U8633,,Male,6.1,9,4,0,2,YouTube,3
U8634,53,Male,1.9,10,5,2,2,YouTube,5
U8635,,,8.9,3,4,3,1,YouTube,6
U8636,,Female,2.2,3,9,6,5,Instagram,8
,40,Male,6.3,7,8,2,5,TikTok,4
U8638,44,Female,1.3,7,2,2,7,X (Twitter),9
U8639,54,Other,3.8,5,9,2,6,Instagram,3
U8640,23,Female,2.3,8,2,6,0,YouTube,5
U8641,18,Male,9.8,8,6,6,5,YouTube,3
U8642,23,Male,1.1,2,2,4,0,YouTube,6
U8643,39,Male,4.2,6,6,0,1,LinkedIn,3
U8644,58,Male,3.7,5,6,,3,X (Twitter),7
,41,Male,6.9,4,7,0,7,YouTube,3
U8646,42,Male,1.5,7,10,6,0,TikTok,5
U8647,32,,8.3,4,5,,6,YouTube,7
,43,Female,5.2,5,3,3,2,Instagram,8
U8649,,Female,5.1,8,2,5,1,YouTube,9
U8650,41,Male,3,5,4,0,1,Instagram,6
U8651,55,,5.4,9,1,1,2,LinkedIn,6
U8652,23,,4.3,10,2,2,0,Facebook,1
U8653,52,Female,3.2,2,8,3,4,LinkedIn,6
U8654,59,Male,2.5,2,5,2,6,X (Twitter),5
U8655,18,Female,7.6,9,5,2,1,TikTok,9
,53,Female,2.3,2,3,3,5,YouTube,4
U8657,29,Male,2.5,3,,3,3,YouTube,4
U8658,55,,6.2,6,6,4,1,YouTube,2
U8659,28,Female,3,4,1,7,6,YouTube,7
U8660,29,Female,5.1,8,4,4,5,Instagram,6
U8661,59,Female,6,8,4,4,5,X (Twitter),7
U8662,,Female,3.5,2,3,0,4,Instagram,9
U8663,24,Female,,2,4,1,,YouTube,2
U8664,28,Female,2.9,3,6,1,2,Instagram,10
U8665,53,Female,5.1,2,6,0,5,YouTube,8
U8666,,,9.9,5,6,4,6,Facebook,8
U8667,50,Other,4.3,1,6,1,7,Instagram,9
U8668,30,Male,6.9,,4,4,0,X (Twitter),6
,35,Male,6.7,8,7,6,7,LinkedIn,2
U8670,58,Female,8.1,,7,6,2,Facebook,5
,,Other,7.4,7,2,3,2,TikTok,2
U8672,26,Male,,9,6,0,,Instagram,4
U8673,48,Male,3.8,7,5,4,2,Instagram,5
U8674,58,Male,8.8,2,10,6,,,8
U8675,27,Female,5.9,2,,0,2,TikTok,10
U8676,,Female,1.9,,3,6,1,X (Twitter),9
U8677,55,Female,3.5,10,9,2,3,Facebook,5
U8678,32,Male,3.6,10,9,0,0,TikTok,6
U8679,,,8.9,6,10,0,1,X (Twitter),1
U8680,48,Male,,8,9,,5,,1
U8681,23,Female,6.5,,10,4,4,,1
U8682,20,Male,4.3,10,5,,1,X (Twitter),2
,28,,1.5,3,6,5,1,YouTube,8
U8684,32,Female,1.7,1,9,5,2,Instagram,5
U8685,45,Female,4.8,1,4,2,,Facebook,10
U8686,27,Female,2.6,2,4,6,3,YouTube,3
U8687,55,Female,1.9,10,9,7,1,Facebook,5
U8688,24,Female,3.4,6,7,3,4,YouTube,8
U8689,32,Male,7.7,2,6,6,2,Facebook,7
U8690,,Male,1.7,6,10,5,,Instagram,10
U8691,35,Female,5,1,6,6,1,LinkedIn,2
,58,,8.4,9,5,6,6,LinkedIn,10
U8693,41,Female,3.4,7,4,1,4,X (Twitter),9
U8694,19,Other,3.7,1,3,7,0,Instagram,10
U8695,57,Other,9,9,7,6,5,Facebook,4
U8696,37,Female,6.9,9,5,3,1,Instagram,6
U8697,51,Female,8.2,10,2,0,0,LinkedIn,2
U8698,43,Other,3.6,6,3,5,0,Facebook,5
U8699,24,Female,,2,,2,7,TikTok,6
U8700,,Female,2.3,2,9,2,,TikTok,2
U8701,47,Female,9.7,8,6,3,2,LinkedIn,1
U8702,59,Male,9.1,9,2,4,3,Facebook,10
U8703,22,Female,6,4,8,1,3,TikTok,3
U8704,28,Male,6.3,2,6,0,,X (Twitter),2
U8705,18,Male,8,5,6,,5,LinkedIn,6
,51,Female,3.8,7,8,6,4,Facebook,3
U8707,18,Female,5.7,,7,7,0,YouTube,2
U8708,36,Male,9.1,9,5,3,1,TikTok,7
U8709,19,Male,1.6,4,9,2,2,LinkedIn,1
U8710,38,Other,9.1,8,1,2,5,,9
U8711,37,Female,,3,4,4,5,X (Twitter),1
U8712,40,Male,7.9,,10,7,3,Facebook,5
U8713,38,Other,1.6,6,9,1,5,YouTube,7
U8714,41,Male,2.7,,2,6,7,X (Twitter),10
U8715,21,Female,9.3,2,3,0,3,TikTok,5
U8716,29,Female,2.1,6,3,3,0,,3
U8717,39,Female,6.7,7,6,6,7,Facebook,2
U8718,37,Female,8,7,,4,5,TikTok,2
U8719,35,Male,3.1,,3,7,1,YouTube,9
U8720,18,Female,7.3,1,5,1,5,Facebook,6
U8721,47,Male,1.6,6,3,,1,X (Twitter),4
U8722,50,Female,5.5,9,5,1,3,TikTok,10
U8723,,Female,4,9,3,0,7,LinkedIn,10
U8724,31,Male,6.8,2,2,5,6,Instagram,7
U8725,53,Male,9,4,8,7,2,X (Twitter),2
,22,Male,2.1,6,3,1,4,TikTok,4
U8727,28,Female,5.1,4,6,1,5,Instagram,1
U8728,41,Female,4.8,9,2,5,0,LinkedIn,4
U8729,48,Male,3.9,2,1,3,3,YouTube,7
U8730,30,Other,5.3,10,8,6,,Facebook,10
U8731,33,Male,8.9,6,3,6,1,YouTube,9
U8732,41,Female,9.8,1,2,4,0,YouTube,5
U8733,,Female,1,9,2,2,3,Facebook,6
U8734,41,Male,7.7,1,5,1,3,X (Twitter),7
U8735,43,Male,6.5,8,6,3,7,TikTok,9
U8736,19,Female,10,9,2,6,5,YouTube,10
U8737,33,Female,1.8,1,6,7,6,,10
U8738,55,Male,8.3,,,5,6,Instagram,8
U8739,18,Male,9.4,10,9,2,3,YouTube,9
U8740,,Female,9.2,7,4,4,5,X (Twitter),5
U8741,52,Male,6,10,5,4,0,X (Twitter),9
,46,Female,3.9,5,3,,7,LinkedIn,8
U8743,54,Male,6.8,3,6,7,5,,2
U8744,34,Female,3.8,9,1,5,3,YouTube,1
U8745,,Male,4.7,2,7,6,3,Facebook,4
U8746,59,Female,5,6,8,7,5,TikTok,2
U8747,45,Female,3.7,4,3,7,1,Facebook,3
U8748,46,Female,4.1,5,,7,7,Facebook,7
U8749,20,Male,1.1,2,4,7,2,X (Twitter),10
U8750,27,Female,3.7,1,8,6,4,Facebook,5
U8751,59,Male,5.3,9,8,7,6,Facebook,3
U8752,31,Male,2.6,3,8,7,5,TikTok,2
U8753,29,Female,8.3,6,,5,0,YouTube,9
U8754,59,Female,5.8,9,4,0,4,TikTok,7
U8755,47,Male,8.1,1,10,,3,X (Twitter),9
U8756,49,Other,2.2,5,1,4,2,YouTube,4
U8757,49,Female,8.4,4,7,3,1,TikTok,3
U8758,59,Female,9.6,3,10,7,1,YouTube,10
U8759,49,Female,4.2,2,6,1,0,,3
U8760,43,Female,3.6,3,7,4,,TikTok,3
U8761,18,Female,6.8,1,10,,2,LinkedIn,1
U8762,59,Female,6.7,1,5,6,5,LinkedIn,10
U8763,19,Female,2,8,6,0,6,YouTube,8
U8764,34,Male,9.3,,6,4,0,Facebook,7
U8765,,Female,5.3,2,6,1,1,Instagram,4
U8766,56,Female,7.9,3,9,,3,Facebook,2
U8767,24,Female,4.2,2,4,3,,Instagram,7
,44,Male,3.4,10,2,6,0,LinkedIn,8
U8769,26,Male,2,2,9,7,2,,1
U8770,39,Male,3.5,4,10,4,5,YouTube,8
,51,Male,9.9,4,7,0,0,Instagram,2
U8772,,Female,6.9,7,5,2,5,YouTube,6
U8773,26,Male,8.2,2,6,2,1,X (Twitter),8
U8774,37,Male,9.6,9,7,1,0,Instagram,8
U8775,36,Female,1.7,7,5,4,3,YouTube,9
U8776,53,Female,2.5,4,5,4,5,LinkedIn,2
U8777,,Male,,7,6,6,1,TikTok,2
U8778,21,Male,6.1,10,8,6,5,YouTube,10
U8779,,Female,6.7,1,2,,,,5
U8780,58,Male,4.8,,10,2,4,YouTube,3
U8781,39,Female,8.3,6,9,7,7,,8
U8782,,Male,5.7,9,10,5,5,Instagram,8
U8783,29,Female,8.4,8,5,,,YouTube,8
,59,Male,9.9,2,4,5,1,X (Twitter),8
U8785,56,Female,6.8,3,8,2,3,YouTube,8
,26,Male,5.8,,,4,6,YouTube,5
U8787,23,Male,4.3,,,3,6,TikTok,7
U8788,,Male,2.8,2,5,7,2,TikTok,1
U8789,24,Female,6.9,2,5,6,3,TikTok,1
U8790,33,Female,1.6,4,,3,0,Facebook,8
U8791,22,Male,9.6,1,3,0,1,X (Twitter),5
U8792,33,Male,6.8,1,5,5,4,Instagram,4
U8793,18,Female,9.6,1,,7,2,X (Twitter),7
U8794,54,Female,3.5,5,9,1,6,TikTok,8
U8795,56,Female,9.5,9,9,1,1,X (Twitter),10
U8796,36,Female,,4,6,0,1,Facebook,7
U8797,54,Male,8.3,8,8,6,7,YouTube,9
U8798,34,Male,2.6,7,,,1,TikTok,9
U8799,43,Male,5.5,6,1,4,0,Instagram,10
U8800,39,Female,,9,7,1,,Facebook,9
U8801,25,Male,4.5,10,5,2,5,X (Twitter),9
U8802,50,Male,3.3,1,,0,4,Instagram,9
,19,Male,9.1,7,4,2,,Instagram,1
,47,Female,1.8,9,4,0,6,TikTok,5
U8805,37,Male,2.4,10,6,0,2,YouTube,10
U8806,35,Male,3.9,2,8,1,5,Facebook,1
U8807,27,Female,9.3,4,3,1,5,X (Twitter),6
,41,Male,,5,7,5,5,X (Twitter),7
U8809,21,Male,,5,2,2,6,Facebook,5
U8810,54,Female,4.6,,9,4,0,Facebook,2
U8811,21,Female,8.5,,7,3,3,,9
U8812,30,Female,1.2,8,1,5,,LinkedIn,8
U8813,42,Male,1.1,9,4,2,3,LinkedIn,1
U8814,30,Female,1.4,5,2,6,6,YouTube,8
U8815,35,Female,5.2,2,10,0,7,YouTube,1
U8816,41,Male,,2,5,3,1,TikTok,5
U8817,19,Female,6.6,5,9,3,5,LinkedIn,10
U8818,50,,7.6,5,3,7,1,X (Twitter),7
U8819,36,Female,2.7,5,,7,1,X (Twitter),6
U8820,26,,,6,10,5,,LinkedIn,2
U8821,45,Female,3.2,8,2,3,5,LinkedIn,3
U8822,52,Female,2.3,,4,5,7,Facebook,6
U8823,56,,,3,2,3,,LinkedIn,3
U8824,27,,6.5,9,8,5,1,TikTok,1
U8825,18,,4.3,4,7,5,0,YouTube,2
U8826,59,Male,7.9,8,7,3,5,LinkedIn,9
U8827,38,Male,5.8,9,7,2,1,YouTube,3
U8828,26,Female,2.9,7,9,7,4,YouTube,3
U8829,32,Female,5.2,3,2,1,6,TikTok,5
U8830,52,Male,6.3,10,6,1,0,TikTok,1
U8831,22,Male,8.8,6,4,6,7,Facebook,1
U8832,58,,8.5,7,10,0,4,Instagram,1
U8833,39,Female,4.8,7,6,4,7,,4
U8834,58,Male,6.8,8,9,,1,YouTube,9
U8835,40,Female,3.7,10,,2,0,TikTok,5
U8836,24,Female,6.7,5,2,3,1,Instagram,8
U8837,40,Male,9.2,5,6,1,0,TikTok,3
U8838,42,Male,6.6,2,,0,3,YouTube,10
U8839,44,Male,3.7,2,3,3,0,Facebook,4
U8840,58,Female,6.8,,1,0,3,TikTok,5
U8841,23,Female,9.1,7,7,3,1,YouTube,2
U8842,51,Female,2.2,,,5,0,TikTok,3
,,Female,5.3,3,6,3,4,Facebook,1
U8844,50,Male,3.9,1,4,1,5,X (Twitter),7
